timestamp,device_id,src_ip,resistance_mOhm,voltage_V,valid
2026-04-25T14:45:19.848116,iws7817_01,10.3.113.35,46.5100,13.3900,1
2026-04-25T14:45:19.849488,iws7817_03,10.3.113.25,45.2900,13.1100,1
2026-04-25T14:45:20.940295,iws7817_02,10.3.113.8,46.2500,13.3100,1
2026-04-25T14:45:21.860286,iws7817_01,10.3.113.35,46.5200,13.3900,1
2026-04-25T14:45:21.865777,iws7817_03,10.3.113.25,45.3100,13.1100,1
2026-04-25T14:45:22.955060,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:23.873082,iws7817_01,10.3.113.35,46.5100,13.3900,1
2026-04-25T14:45:23.875950,iws7817_03,10.3.113.25,45.3100,13.1000,1
2026-04-25T14:45:24.968779,iws7817_02,10.3.113.8,46.2400,13.3100,1
2026-04-25T14:45:25.886613,iws7817_01,10.3.113.35,46.5300,13.3900,1
2026-04-25T14:45:25.888612,iws7817_03,10.3.113.25,45.2700,13.1100,1
2026-04-25T14:45:26.985433,iws7817_02,10.3.113.8,46.2300,13.3100,1
2026-04-25T14:45:27.910903,iws7817_03,10.3.113.25,45.3000,13.1100,1
2026-04-25T14:45:27.923311,iws7817_01,10.3.113.35,46.5500,13.3900,1
2026-04-25T14:45:29.006187,iws7817_02,10.3.113.8,46.2400,13.3100,1
2026-04-25T14:45:29.915481,iws7817_03,10.3.113.25,45.2900,13.1100,1
2026-04-25T14:45:29.916482,iws7817_01,10.3.113.35,46.5300,13.3900,1
2026-04-25T14:45:31.113882,iws7817_02,10.3.113.8,46.2300,13.3100,1
2026-04-25T14:45:31.927838,iws7817_03,10.3.113.25,45.2800,13.1100,1
2026-04-25T14:45:31.934874,iws7817_01,10.3.113.35,46.5400,13.3900,1
2026-04-25T14:45:33.028443,iws7817_02,10.3.113.8,46.2100,13.3100,1
2026-04-25T14:45:33.943133,iws7817_03,10.3.113.25,45.3000,13.1100,1
2026-04-25T14:45:33.980033,iws7817_01,10.3.113.35,46.5300,13.3900,1
2026-04-25T14:45:35.043558,iws7817_02,10.3.113.8,46.2800,13.3100,1
2026-04-25T14:45:35.968688,iws7817_03,10.3.113.25,45.2700,13.1100,1
2026-04-25T14:45:35.999525,iws7817_01,10.3.113.35,46.5100,13.3900,1
2026-04-25T14:45:37.052241,iws7817_02,10.3.113.8,46.2800,13.3100,1
2026-04-25T14:45:37.975734,iws7817_03,10.3.113.25,45.3000,13.1100,1
2026-04-25T14:45:37.991760,iws7817_01,10.3.113.35,46.4800,13.3900,1
2026-04-25T14:45:39.084194,iws7817_02,10.3.113.8,46.2900,13.3100,1
2026-04-25T14:45:40.113124,iws7817_03,10.3.113.25,45.3300,13.1100,1
2026-04-25T14:45:40.115122,iws7817_01,10.3.113.35,46.5300,13.3900,1
2026-04-25T14:45:41.077972,iws7817_02,10.3.113.8,46.2800,13.3100,1
2026-04-25T14:45:42.017086,iws7817_03,10.3.113.25,45.3000,13.1000,1
2026-04-25T14:45:42.032089,iws7817_01,10.3.113.35,46.5600,13.3900,1
2026-04-25T14:45:43.095549,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:44.017381,iws7817_03,10.3.113.25,45.3700,13.1000,1
2026-04-25T14:45:44.040438,iws7817_01,10.3.113.35,46.5500,13.3900,1
2026-04-25T14:45:45.107524,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:46.031486,iws7817_03,10.3.113.25,45.3900,13.1000,1
2026-04-25T14:45:46.059491,iws7817_01,10.3.113.35,46.5700,13.3900,1
2026-04-25T14:45:47.121674,iws7817_02,10.3.113.8,46.2700,13.3100,1
2026-04-25T14:45:48.125610,iws7817_03,10.3.113.25,45.3700,13.1100,1
2026-04-25T14:45:48.129549,iws7817_01,10.3.113.35,46.5900,13.3900,1
2026-04-25T14:45:49.283549,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:50.058243,iws7817_03,10.3.113.25,45.3700,13.1100,1
2026-04-25T14:45:50.080104,iws7817_01,10.3.113.35,46.5800,13.3900,1
2026-04-25T14:45:51.153198,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:52.070530,iws7817_03,10.3.113.25,45.3500,13.1100,1
2026-04-25T14:45:52.101771,iws7817_01,10.3.113.35,46.5500,13.3900,1
2026-04-25T14:45:53.171503,iws7817_02,10.3.113.8,46.2800,13.3100,1
2026-04-25T14:45:54.123731,iws7817_03,10.3.113.25,45.3100,13.1100,1
2026-04-25T14:45:54.126731,iws7817_01,10.3.113.35,46.5600,13.3900,1
2026-04-25T14:45:55.208999,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:56.097358,iws7817_03,10.3.113.25,45.3700,13.1100,1
2026-04-25T14:45:56.217022,iws7817_01,10.3.113.35,46.5700,13.3900,1
2026-04-25T14:45:57.191149,iws7817_02,10.3.113.8,46.2600,13.3100,1
2026-04-25T14:45:58.159970,iws7817_03,10.3.113.25,45.3500,13.1000,1
2026-04-25T14:45:58.207204,iws7817_01,10.3.113.35,46.5800,13.3900,1
2026-04-25T14:45:59.201966,iws7817_02,10.3.113.8,46.2500,13.3100,1
2026-04-25T14:46:00.139247,iws7817_03,10.3.113.25,45.3700,13.1100,1
2026-04-25T14:46:00.168247,iws7817_01,10.3.113.35,46.6100,13.3900,1
2026-04-25T14:46:01.215885,iws7817_02,10.3.113.8,46.3000,13.3100,1
2026-04-25T14:46:02.144894,iws7817_03,10.3.113.25,45.3600,13.1000,1
2026-04-25T14:46:02.182257,iws7817_01,10.3.113.35,46.6300,13.3900,1
2026-04-25T14:46:03.236941,iws7817_02,10.3.113.8,46.2900,13.3100,1
2026-04-25T14:46:04.209150,iws7817_03,10.3.113.25,45.3600,13.1000,1
2026-04-25T14:46:04.214036,iws7817_01,10.3.113.35,46.6200,13.3900,1
2026-04-25T14:46:05.246202,iws7817_02,10.3.113.8,46.2800,13.3100,1
2026-04-25T14:46:06.179706,iws7817_03,10.3.113.25,45.3800,13.1000,1
2026-04-25T14:46:06.212716,iws7817_01,10.3.113.35,46.6200,13.3900,1
2026-04-25T14:46:07.256648,iws7817_02,10.3.113.8,46.3300,13.3100,1
2026-04-25T14:46:08.204086,iws7817_03,10.3.113.25,45.3900,13.1000,1
2026-04-25T14:46:08.250381,iws7817_01,10.3.113.35,46.6000,13.3900,1
2026-04-25T14:46:09.270147,iws7817_02,10.3.113.8,46.3400,13.3100,1
2026-04-25T14:46:10.231054,iws7817_03,10.3.113.25,45.3300,13.1000,1
2026-04-25T14:46:10.251012,iws7817_01,10.3.113.35,46.6100,13.3900,1
2026-04-25T14:46:11.274689,iws7817_02,10.3.113.8,46.3200,13.3100,1
2026-04-25T14:46:12.244680,iws7817_03,10.3.113.25,45.3400,13.1000,1
2026-04-25T14:46:12.252796,iws7817_01,10.3.113.35,46.6200,13.3900,1
2026-04-25T14:46:13.301683,iws7817_02,10.3.113.8,46.3400,13.3100,1
2026-04-25T14:46:14.243509,iws7817_03,10.3.113.25,45.3300,13.1000,1
2026-04-25T14:46:14.289510,iws7817_01,10.3.113.35,46.5900,13.3900,1
2026-04-25T14:46:15.314467,iws7817_02,10.3.113.8,46.4100,13.3100,1
2026-04-25T14:46:16.306387,iws7817_03,10.3.113.25,45.2900,13.1000,1
2026-04-25T14:46:16.307386,iws7817_01,10.3.113.35,46.5900,13.3900,1
2026-04-25T14:46:17.356357,iws7817_02,10.3.113.8,46.3800,13.3100,1
2026-04-25T14:46:18.283281,iws7817_03,10.3.113.25,45.3300,13.1000,1
2026-04-25T14:46:18.381407,iws7817_01,10.3.113.35,46.6000,13.3900,1
2026-04-25T14:46:19.339345,iws7817_02,10.3.113.8,46.4000,13.3100,1
2026-04-25T14:46:20.292784,iws7817_03,10.3.113.25,45.3200,13.1000,1
2026-04-25T14:46:20.329541,iws7817_01,10.3.113.35,46.6000,13.3900,1
2026-04-25T14:46:21.353178,iws7817_02,10.3.113.8,46.4000,13.3100,1
2026-04-25T14:46:22.310121,iws7817_03,10.3.113.25,45.3700,13.1000,1
2026-04-25T14:46:22.349303,iws7817_01,10.3.113.35,46.5900,13.3900,1
2026-04-25T14:46:23.363012,iws7817_02,10.3.113.8,46.3700,13.3100,1
2026-04-25T14:46:24.324279,iws7817_03,10.3.113.25,45.3900,13.1000,1
2026-04-25T14:46:24.361107,iws7817_01,10.3.113.35,46.6100,13.3900,1
2026-04-25T14:46:25.382728,iws7817_02,10.3.113.8,46.3500,13.3100,1
2026-04-25T14:46:26.335120,iws7817_03,10.3.113.25,45.4400,13.1000,1
2026-04-25T14:46:26.373662,iws7817_01,10.3.113.35,46.6000,13.3900,1
2026-04-25T14:46:27.398280,iws7817_02,10.3.113.8,46.3900,13.3100,1
2026-04-25T14:46:28.349890,iws7817_03,10.3.113.25,45.3900,13.1000,1
2026-04-25T14:46:28.386895,iws7817_01,10.3.113.35,46.6200,13.3900,1
2026-04-25T14:46:29.398602,iws7817_02,10.3.113.8,46.3600,13.3100,1
2026-04-25T14:46:30.369906,iws7817_03,10.3.113.25,45.4100,13.1000,1
2026-04-25T14:46:30.403494,iws7817_01,10.3.113.35,46.6300,13.3900,1
2026-04-25T14:46:31.426592,iws7817_02,10.3.113.8,46.3200,13.3100,1
2026-04-25T14:46:32.377037,iws7817_03,10.3.113.25,45.4100,13.1000,1
2026-04-25T14:46:32.420502,iws7817_01,10.3.113.35,46.6500,13.3900,1
2026-04-25T14:46:33.456065,iws7817_02,10.3.113.8,46.3400,13.3100,1
2026-04-25T14:46:34.393264,iws7817_03,10.3.113.25,45.4000,13.1000,1
2026-04-25T14:46:34.435154,iws7817_01,10.3.113.35,46.6400,13.3900,1
2026-04-25T14:46:35.448128,iws7817_02,10.3.113.8,46.3700,13.3100,1
2026-04-25T14:46:36.408501,iws7817_03,10.3.113.25,45.4000,13.1000,1
2026-04-25T14:46:36.445841,iws7817_01,10.3.113.35,46.6700,13.3900,1
2026-04-25T14:46:37.464159,iws7817_02,10.3.113.8,46.3400,13.3100,1
2026-04-25T14:46:38.411409,iws7817_03,10.3.113.25,45.3700,13.1000,1
2026-04-25T14:46:38.457676,iws7817_01,10.3.113.35,46.6700,13.3900,1
2026-04-25T14:46:39.479150,iws7817_02,10.3.113.8,46.3600,13.3100,1
2026-04-25T14:46:40.438240,iws7817_03,10.3.113.25,45.3600,13.1000,1
2026-04-25T14:46:40.484726,iws7817_01,10.3.113.35,46.6300,13.3900,1
2026-04-25T14:46:41.485519,iws7817_02,10.3.113.8,46.4000,13.3100,1
2026-04-25T14:46:42.517950,iws7817_03,10.3.113.25,45.3400,13.1000,1
2026-04-25T14:46:42.520951,iws7817_01,10.3.113.35,46.6400,13.3900,1
2026-04-25T14:46:43.603608,iws7817_02,10.3.113.8,46.3800,13.3100,1
2026-04-25T14:46:44.467636,iws7817_03,10.3.113.25,45.3500,13.1000,1
2026-04-25T14:46:44.533208,iws7817_01,10.3.113.35,46.6500,13.3900,1
2026-04-25T14:46:45.520318,iws7817_02,10.3.113.8,46.3800,13.3100,1
2026-04-25T14:46:46.481368,iws7817_03,10.3.113.25,45.4000,13.1000,1
2026-04-25T14:46:46.544448,iws7817_01,10.3.113.35,46.6500,13.3900,1
2026-04-25T14:46:47.525695,iws7817_02,10.3.113.8,46.4200,13.3100,1
2026-04-25T14:46:48.499993,iws7817_03,10.3.113.25,45.3700,13.1000,1
2026-04-25T14:46:48.544361,iws7817_01,10.3.113.35,46.6500,13.3900,1
2026-04-25T14:46:49.568611,iws7817_02,10.3.113.8,46.4300,13.3100,1
2026-04-25T14:46:50.556015,iws7817_03,10.3.113.25,45.3800,13.1000,1
2026-04-25T14:46:50.606975,iws7817_01,10.3.113.35,46.6800,13.3900,1
2026-04-25T14:46:51.775454,iws7817_02,10.3.113.8,46.4200,13.3100,1
2026-04-25T14:46:52.521750,iws7817_03,10.3.113.25,45.4100,13.1000,1
2026-04-25T14:46:52.584324,iws7817_01,10.3.113.35,46.7000,13.3900,1
2026-04-25T14:46:53.561695,iws7817_02,10.3.113.8,46.4300,13.3100,1
2026-04-25T14:46:54.566270,iws7817_03,10.3.113.25,45.4200,13.1000,1
2026-04-25T14:46:54.588306,iws7817_01,10.3.113.35,46.6900,13.3900,1
2026-04-25T14:46:55.590271,iws7817_02,10.3.113.8,46.4700,13.3100,1
2026-04-25T14:46:56.549306,iws7817_03,10.3.113.25,45.4600,13.1000,1
2026-04-25T14:46:56.625887,iws7817_01,10.3.113.35,46.7200,13.3900,1
2026-04-25T14:46:57.603431,iws7817_02,10.3.113.8,46.4500,13.3100,1
2026-04-25T14:46:58.560067,iws7817_03,10.3.113.25,45.4700,13.1000,1
2026-04-25T14:46:58.630742,iws7817_01,10.3.113.35,46.7400,13.3900,1
2026-04-25T14:46:59.673835,iws7817_02,10.3.113.8,46.4300,13.3100,1
2026-04-25T14:47:00.689453,iws7817_03,10.3.113.25,45.5200,13.1000,1
2026-04-25T14:47:00.691453,iws7817_01,10.3.113.35,46.7500,13.3900,1
2026-04-25T14:47:01.630083,iws7817_02,10.3.113.8,46.4500,13.3100,1
2026-04-25T14:47:02.587268,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:02.656943,iws7817_01,10.3.113.35,46.7600,13.3900,1
2026-04-25T14:47:03.655682,iws7817_02,10.3.113.8,46.4600,13.3100,1
2026-04-25T14:47:04.617694,iws7817_03,10.3.113.25,45.4800,13.1000,1
2026-04-25T14:47:04.669913,iws7817_01,10.3.113.35,46.7500,13.3900,1
2026-04-25T14:47:05.643908,iws7817_02,10.3.113.8,46.4700,13.3100,1
2026-04-25T14:47:06.647268,iws7817_03,10.3.113.25,45.5100,13.1000,1
2026-04-25T14:47:06.678188,iws7817_01,10.3.113.35,46.7400,13.3900,1
2026-04-25T14:47:07.670838,iws7817_02,10.3.113.8,46.4700,13.3100,1
2026-04-25T14:47:08.786812,iws7817_03,10.3.113.25,45.5000,13.1000,1
2026-04-25T14:47:08.789306,iws7817_01,10.3.113.35,46.7400,13.3900,1
2026-04-25T14:47:09.813672,iws7817_02,10.3.113.8,46.4600,13.3100,1
2026-04-25T14:47:10.665631,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:10.710224,iws7817_01,10.3.113.35,46.7100,13.3900,1
2026-04-25T14:47:11.688610,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:12.689018,iws7817_03,10.3.113.25,45.5100,13.1000,1
2026-04-25T14:47:12.715573,iws7817_01,10.3.113.35,46.7200,13.3900,1
2026-04-25T14:47:13.692111,iws7817_02,10.3.113.8,46.5100,13.3100,1
2026-04-25T14:47:14.703978,iws7817_03,10.3.113.25,45.4300,13.1000,1
2026-04-25T14:47:14.736960,iws7817_01,10.3.113.35,46.7200,13.3900,1
2026-04-25T14:47:15.703583,iws7817_02,10.3.113.8,46.4800,13.3100,1
2026-04-25T14:47:16.822206,iws7817_03,10.3.113.25,45.4000,13.1000,1
2026-04-25T14:47:16.827450,iws7817_01,10.3.113.35,46.7400,13.3900,1
2026-04-25T14:47:17.825420,iws7817_02,10.3.113.8,46.4600,13.3100,1
2026-04-25T14:47:18.711098,iws7817_03,10.3.113.25,45.4100,13.1000,1
2026-04-25T14:47:18.753723,iws7817_01,10.3.113.35,46.7600,13.3900,1
2026-04-25T14:47:19.755911,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:20.720989,iws7817_03,10.3.113.25,45.3900,13.1000,1
2026-04-25T14:47:20.778972,iws7817_01,10.3.113.35,46.7700,13.3900,1
2026-04-25T14:47:21.768285,iws7817_02,10.3.113.8,46.4400,13.3100,1
2026-04-25T14:47:22.745160,iws7817_03,10.3.113.25,45.4200,13.1000,1
2026-04-25T14:47:22.792166,iws7817_01,10.3.113.35,46.7700,13.3900,1
2026-04-25T14:47:23.770073,iws7817_02,10.3.113.8,46.4100,13.3100,1
2026-04-25T14:47:24.749734,iws7817_03,10.3.113.25,45.4700,13.1000,1
2026-04-25T14:47:24.800080,iws7817_01,10.3.113.35,46.7700,13.3900,1
2026-04-25T14:47:25.810728,iws7817_02,10.3.113.8,46.4300,13.3100,1
2026-04-25T14:47:26.885015,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:26.889026,iws7817_01,10.3.113.35,46.7800,13.3900,1
2026-04-25T14:47:27.794491,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:28.794016,iws7817_03,10.3.113.25,45.4900,13.1000,1
2026-04-25T14:47:28.835025,iws7817_01,10.3.113.35,46.7700,13.3900,1
2026-04-25T14:47:29.802089,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:30.812600,iws7817_03,10.3.113.25,45.5100,13.1000,1
2026-04-25T14:47:30.840199,iws7817_01,10.3.113.35,46.7900,13.3900,1
2026-04-25T14:47:31.811625,iws7817_02,10.3.113.8,46.5400,13.3100,1
2026-04-25T14:47:32.831863,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:32.861025,iws7817_01,10.3.113.35,46.7800,13.3900,1
2026-04-25T14:47:33.930190,iws7817_02,10.3.113.8,46.5900,13.3100,1
2026-04-25T14:47:35.037312,iws7817_03,10.3.113.25,45.5600,13.1000,1
2026-04-25T14:47:35.040312,iws7817_01,10.3.113.35,46.7900,13.3900,1
2026-04-25T14:47:35.836564,iws7817_02,10.3.113.8,46.6100,13.3100,1
2026-04-25T14:47:36.854561,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:36.880560,iws7817_01,10.3.113.35,46.7900,13.3900,1
2026-04-25T14:47:37.850605,iws7817_02,10.3.113.8,46.5300,13.3100,1
2026-04-25T14:47:38.868208,iws7817_03,10.3.113.25,45.6000,13.1000,1
2026-04-25T14:47:38.903268,iws7817_01,10.3.113.35,46.8000,13.3900,1
2026-04-25T14:47:39.870459,iws7817_02,10.3.113.8,46.5200,13.3100,1
2026-04-25T14:47:40.884540,iws7817_03,10.3.113.25,45.5900,13.1000,1
2026-04-25T14:47:40.921553,iws7817_01,10.3.113.35,46.7900,13.3900,1
2026-04-25T14:47:41.892213,iws7817_02,10.3.113.8,46.5500,13.3100,1
2026-04-25T14:47:42.994099,iws7817_03,10.3.113.25,45.5200,13.1000,1
2026-04-25T14:47:42.999086,iws7817_01,10.3.113.35,46.7800,13.3900,1
2026-04-25T14:47:44.085078,iws7817_02,10.3.113.8,46.4700,13.3100,1
2026-04-25T14:47:44.913854,iws7817_03,10.3.113.25,45.5500,13.1000,1
2026-04-25T14:47:44.953876,iws7817_01,10.3.113.35,46.7800,13.3900,1
2026-04-25T14:47:45.919330,iws7817_02,10.3.113.8,46.4500,13.3100,1
2026-04-25T14:47:46.925628,iws7817_03,10.3.113.25,45.5400,13.1000,1
2026-04-25T14:47:46.965367,iws7817_01,10.3.113.35,46.7900,13.3900,1
2026-04-25T14:47:47.931901,iws7817_02,10.3.113.8,46.4600,13.3100,1
2026-04-25T14:47:48.951021,iws7817_03,10.3.113.25,45.5300,13.1000,1
2026-04-25T14:47:48.980536,iws7817_01,10.3.113.35,46.8100,13.3900,1
2026-04-25T14:47:49.940409,iws7817_02,10.3.113.8,46.4800,13.3100,1
2026-04-25T14:47:51.033969,iws7817_01,10.3.113.35,46.8200,13.3900,1
2026-04-25T14:47:51.036960,iws7817_03,10.3.113.25,45.4400,13.1000,1
2026-04-25T14:47:52.056723,iws7817_02,10.3.113.8,46.4500,13.3100,1
2026-04-25T14:47:53.001629,iws7817_01,10.3.113.35,46.8200,13.3900,1
2026-04-25T14:47:53.004629,iws7817_03,10.3.113.25,45.4900,13.1000,1
2026-04-25T14:47:53.960773,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:55.000592,iws7817_03,10.3.113.25,45.5000,13.1000,1
2026-04-25T14:47:55.012591,iws7817_01,10.3.113.35,46.8300,13.3900,1
2026-04-25T14:47:55.972258,iws7817_02,10.3.113.8,46.4900,13.3100,1
2026-04-25T14:47:57.079476,iws7817_03,10.3.113.25,45.5700,13.1000,1
2026-04-25T14:47:57.081477,iws7817_01,10.3.113.35,46.8200,13.3900,1
2026-04-25T14:47:57.982838,iws7817_02,10.3.113.8,46.6200,13.3100,1
2026-04-25T14:47:59.021743,iws7817_03,10.3.113.25,45.6000,13.1000,1
2026-04-25T14:47:59.046798,iws7817_01,10.3.113.35,46.8200,13.3900,1
